Species 1,Species 2,Dist
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,0.1857229280
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,0.1879915306
OR222910 human CHN 2021 NA SY2106 stool serotype 5,ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,0.1870579383
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,0.1728283739
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,0.1728117506
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,0.1738609113
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,0.1861766485
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,0.0044642857
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,0.1889141989
OR222910 human CHN 2021 NA SY2106 stool serotype 5,ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,0.0113449769
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,0.1797888386
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,0.1774969916
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,0.1780986763
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,0.1881548975
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,0.1868413129
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,0.1880457693
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,0.1815705856
OR222910 human CHN 2021 NA SY2106 stool serotype 5,ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,0.1601615074
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,0.1623815968
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,0.1613435298
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,0.1629929525
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,0.1815705856
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,0.1049160671
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,0.1058153477
ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,0.1635248354
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,0.0122227252
OR222910 human CHN 2021 NA SY2106 stool serotype 5,OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,0.1876138434
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,0.1828935396
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,0.1823956443
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,0.1836055656
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,0.0105628490
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,0.1888989716
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,0.1890502117
ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,0.1892179195
ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,0.1824784385
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,0.0120718274
OR222910 human CHN 2021 NA SY2106 stool serotype 5,OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,0.1868548877
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,0.1842584167
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,0.1825468845
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,0.1837568058
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,0.0104119511
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,0.1893526921
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,0.1895039322
ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,0.1881548975
ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,0.1833862914
OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,0.0046778331
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,0.0122227252
OR222910 human CHN 2021 NA SY2106 stool serotype 5,OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,0.1879174256
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,0.1841067637
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,0.1828493648
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,0.1840592861
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,0.0108646446
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,0.1878402904
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,0.1879915306
ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,0.1896735004
ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,0.1833862914
OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,0.0105628490
OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,0.0104119511
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,0.0119209295
OR222910 human CHN 2021 NA SY2106 stool serotype 5,OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,0.1876138434
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,0.1825902335
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,0.1817906836
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,0.1828493648
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,0.0102610533
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,0.1887477314
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,0.1888989716
ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,0.1889141989
ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,0.1821758209
OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,0.0024143655
OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,0.0046778331
OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,0.0105628490
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,0.0117700317
OR222910 human CHN 2021 NA SY2106 stool serotype 5,OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,0.1868548877
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,0.1836518047
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,0.1819419238
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,0.1831518451
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,0.0098083597
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,0.1896551724
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,0.1898064126
ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,0.1881548975
ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,0.1833862914
OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,0.0043760374
OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,0.0006035914
OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,0.0101101554
OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,0.0043760374
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,0.0986871888
OR222910 human CHN 2021 NA SY2106 stool serotype 5,OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,0.1977838494
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,0.1959356991
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,0.1949485783
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,0.1958560194
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,0.0967255168
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,0.0984573503
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,0.0978523896
ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,0.1981776765
ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,0.1794522621
OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,0.0956692319
OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,0.0968764147
OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,0.0974800060
OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,0.0967255168
OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,0.0971782104
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,0.0073939943
OR222910 human CHN 2021 NA SY2106 stool serotype 5,OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,0.1865513054
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,0.1812253564
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,0.1807320024
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,0.1819419238
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,0.0033197525
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,0.1858741682
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,0.1863278887
ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,0.1883067578
ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,0.1821758209
OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,0.0126754187
OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,0.0128263166
OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,0.0132790101
OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,0.0123736231
OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,0.0122227252
OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,0.0983853931
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.0125245209
OR222910 human CHN 2021 NA SY2106 stool serotype 5,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.1876138434
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.1828935396
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.1823956443
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.1836055656
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.0108646446
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.1888989716
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.1890502117
ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.1892179195
ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.1821758209
OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.0003017957
OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.0049796288
OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.0108646446
OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.0024143655
OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.0046778331
OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.0959710276
OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.0129772144
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,0.0117700317
OR222910 human CHN 2021 NA SY2106 stool serotype 5,OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,0.1876138434
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,0.1838034577
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,0.1825468845
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,0.1837568058
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,0.0104119511
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,0.1882940109
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,0.1884452511
ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,0.1893697798
ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,0.1836889091
OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,0.0098083597
