Species 1,Species 2,Dist
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,0.0043995859
OR222910 human CHN 2021 NA SY2106 stool serotype 5,ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,0.2536572623
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,0.2373500261
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,0.2379838919
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,0.2398025461
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,0.2413613926
OR222910 human CHN 2021 NA SY2106 stool serotype 5,ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,0.2383526384
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,0.2095531587
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,0.2097723203
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,0.2118188795
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,0.2403221616
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,0.2411015848
OR222910 human CHN 2021 NA SY2106 stool serotype 5,ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,0.2396396396
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,0.2105803801
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,0.2107955999
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,0.2128421591
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,0.2400623539
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,0.0046012270
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,0.2541797283
OR222910 human CHN 2021 NA SY2106 stool serotype 5,ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,0.0112820513
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,0.2337461300
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,0.2315600103
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,0.2328450270
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,0.2547021944
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,0.2393822394
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,0.2406692407
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,0.2416212003
OR222910 human CHN 2021 NA SY2106 stool serotype 5,ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,0.2380952381
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,0.2023626091
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,0.2020977232
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,0.2046559222
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,0.2421408158
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,0.0963701431
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,0.0971370143
ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,0.2404118404
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,0.0090579710
OR222910 human CHN 2021 NA SY2106 stool serotype 5,OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,0.2536572623
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,0.2394366197
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,0.2392829306
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,0.2411015848
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,0.0087991718
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,0.2442192777
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,0.2439594700
ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,0.2544409613
ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,0.2439594700
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,0.0098343685
OR222910 human CHN 2021 NA SY2106 stool serotype 5,OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,0.2533960293
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,0.2402190923
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,0.2395427384
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,0.2413613926
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,0.0090579710
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,0.2452585087
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,0.2449987010
ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,0.2536572623
ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,0.2455183164
OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,0.0043995859
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,0.0095755694
OR222910 human CHN 2021 NA SY2106 stool serotype 5,OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,0.2536572623
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,0.2394366197
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,0.2390231229
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,0.2408417771
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,0.0087991718
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,0.2439594700
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,0.2436996622
ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,0.2539184953
ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,0.2439594700
OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,0.0082815735
OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,0.0085403727
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,0.0100931677
OR222910 human CHN 2021 NA SY2106 stool serotype 5,OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,0.2547021944
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,0.2389149713
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,0.2387633151
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,0.2403221616
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,0.0098343685
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,0.2436996622
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,0.2434398545
ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,0.2549634274
ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,0.2439594700
OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,0.0025879917
OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,0.0054347826
OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,0.0093167702
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,0.0098343685
OR222910 human CHN 2021 NA SY2106 stool serotype 5,OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,0.2533960293
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,0.2402190923
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,0.2395427384
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,0.2413613926
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,0.0090579710
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,0.2452585087
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,0.2449987010
ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,0.2536572623
ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,0.2455183164
OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,0.0043995859
OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,0.0000000000
OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,0.0085403727
OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,0.0054347826
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,0.0887681159
OR222910 human CHN 2021 NA SY2106 stool serotype 5,OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,0.2588819227
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,0.2503912363
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,0.2494154326
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,0.2512340868
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,0.0874741201
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,0.1639386854
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,0.1634190699
ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,0.2583594566
ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,0.2223954274
OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,0.0846273292
OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,0.0869565217
OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,0.0892857143
OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,0.0861801242
OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,0.0869565217
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,0.0067287785
OR222910 human CHN 2021 NA SY2106 stool serotype 5,OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,0.2541797283
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,0.2373500261
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,0.2385035074
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,0.2403221616
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,0.0043995859
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,0.2403221616
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,0.2400623539
ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,0.2552246604
ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,0.2424006235
OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,0.0111283644
OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,0.0119047619
OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,0.0116459627
OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,0.0121635611
OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,0.0119047619
OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,0.0900621118
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.0093167702
OR222910 human CHN 2021 NA SY2106 stool serotype 5,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.2533960293
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.2391757955
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.2390231229
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.2408417771
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.0090579710
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.2439594700
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.2436996622
ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.2541797283
ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.2436996622
OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.0002587992
OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.0046583851
OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.0085403727
OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.0023291925
OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.0046583851
OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.0848861284
OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,0.0113871636
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,0.0093167702
OR222910 human CHN 2021 NA SY2106 stool serotype 5,OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,0.2536572623
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,0.2389149713
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,0.2385035074
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,0.2403221616
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,0.0085403727
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,0.2444790855
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,0.2442192777
ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,0.2539184953
ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,0.2444790855
OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,0.0075051760
